"TOA5","Bradford9","CR1000","84403","CR1000.Std.31","CPU:Bradford9_2hourly.CR1","29787","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2024-10-05 20:00:00",534,12.94,8222.763,284.6097,0.9263921
"2024-10-05 22:00:00",535,12.92,8477.768,298.9383,0.8482658
"2024-10-06 00:00:00",536,12.93,8529.451,298.5319,0.8840173
"2024-10-06 02:00:00",537,12.89,8604.854,303.8356,0.8901163
"2024-10-06 04:00:00",538,12.92,8417.526,289.5182,0.9351071
"2024-10-06 06:00:00",539,12.89,8536.509,294.8425,0.9004569
"2024-10-06 08:00:00",540,12.91,8553.59,295.6574,0.8604757
"2024-10-06 10:00:00",541,12.87,8501.99,292.3813,0.8145126
"2024-10-06 12:00:00",542,12.88,8783.86,305.4686,0.8363807
"2024-10-06 14:00:00",543,12.9,8948.11,315.2762,0.9689302
"2024-10-06 16:00:00",544,12.86,8967.552,319.3996,1.010086
"2024-10-06 18:00:00",545,12.85,8988.876,319.3934,1.065893
"2024-10-06 20:00:00",546,12.88,9147.839,329.2166,"NAN"
"2024-10-06 22:00:00",547,12.84,8983.107,318.5732,1.04674
"2024-10-07 00:00:00",548,12.82,9047.359,316.1079,2.103596
"2024-10-07 02:00:00",549,12.82,8979.024,312.848,2.341343
"2024-10-07 04:00:00",550,12.82,9064.631,316.9294,2.340465
"2024-10-07 06:00:00",551,12.82,9050.123,315.2854,1.288124
"2024-10-07 08:00:00",552,12.85,9183.534,321.0224,1.260713
"2024-10-07 10:00:00",553,12.82,9200.641,326.7517,1.213943
"2024-10-07 12:00:00",554,12.85,9198.16,324.718,1.322702
"2024-10-07 14:00:00",555,12.85,9398.684,339.455,1.07769
"2024-10-07 16:00:00",556,12.82,9186.067,328.3809,1.207514
"2024-10-07 18:00:00",557,12.82,9322.063,336.1552,1.208508
"2024-10-07 20:00:00",558,12.81,9389.463,338.6136,1.205849
"2024-10-07 22:00:00",559,12.81,9540.125,346.8094,1.163842
"2024-10-08 00:00:00",560,12.79,9577.87,352.9691,1.158371
"2024-10-08 02:00:00",561,12.77,9488.606,348.0405,1.152885
"2024-10-08 04:00:00",562,12.78,9121.207,323.5052,1.06877
"2024-10-08 06:00:00",563,12.76,9242.033,331.7107,1.092541
"2024-10-08 08:00:00",564,12.75,9307.485,339.4741,1.135513
"2024-10-08 10:00:00",565,12.8,6549.279,204.729,1.089772
"2024-10-08 12:00:00",566,12.79,6620.315,201.4345,1.095028
"2024-10-08 14:00:00",567,12.85,6662.18,198.1683,1.121403
"2024-10-08 16:00:00",568,12.86,6662.878,191.6374,1.122285
"2024-10-08 18:00:00",569,12.8,6579.495,192.8582,1.095043
"2024-10-08 20:00:00",570,12.78,6495.276,196.5536,1.127994
"2024-10-08 22:00:00",571,12.71,6477.879,198.5949,1.123489
