"TOA5","Bradford_3_1","CR800","35499","CR800.Std.27.04","CPU:3_2hourly_08012024.CR8","60725","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2024-09-13 12:00:00",0,13.17,1377.096,-137.8323,0.9417287
"2024-09-13 14:00:00",1,13.14,1205.317,2817.587,0.9320354
"2024-09-13 16:00:00",2,13.13,-3219.427,2826.585,0.9639099
"2024-09-13 18:00:00",3,13.11,-3016.156,2847.444,0.939461
"2024-09-13 20:00:00",4,13.11,-2224.54,2827.403,0.9229294
"2024-09-13 22:00:00",5,13.1,-2530.879,2795.501,0.949348
"2024-09-14 00:00:00",6,13.12,-2455.01,2804.499,0.9402663
"2024-09-14 02:00:00",7,13.12,-2238.855,2772.188,0.9521288
"2024-09-14 04:00:00",8,13.12,-2453.579,2737.424,0.9328954
"2024-09-14 06:00:00",9,13.1,-2183.027,2756.238,0.9158248
"2024-09-14 08:00:00",10,13.09,-6427.403,2530.88,0.9364605
"2024-09-14 10:00:00",11,13.1,-1853.783,2604.908,0.9268042
"2024-09-14 12:00:00",12,13.12,-1430.061,2512.475,0.9496393
"2024-09-14 14:00:00",13,13.13,-1355.624,2402.454,0.942692
"2024-09-14 16:00:00",14,13.15,-6226.992,2189.775,0.9091084
"2024-09-14 18:00:00",15,13.11,-302.0449,2312.883,0.9482301
"2024-09-14 20:00:00",16,13.1,-1285.48,2309.202,0.9320496
"2024-09-14 22:00:00",17,13.1,-585.4804,2283.026,0.9070097
"2024-09-15 00:00:00",18,13.11,-422.2903,2221.267,0.9083823
"2024-09-15 02:00:00",19,13.11,-784.4579,2204.09,0.9582196
"2024-09-15 04:00:00",20,13.11,-277.7095,2184.049,0.8855571
"2024-09-15 06:00:00",21,13.09,-249.0797,2143.558,0.8847692
"2024-09-15 08:00:00",22,13.08,-41.51328,2121.881,0.9684906
"2024-09-15 10:00:00",23,13.09,224.7443,2106.748,0.9251716
"2024-09-15 12:00:00",24,13.12,340.6952,2072.801,0.9215682
"2024-09-15 14:00:00",25,13.12,674.233,2004.089,0.9757187
"2024-09-15 16:00:00",26,13.13,844.5806,1977.505,0.9308434
"2024-09-15 18:00:00",27,13.1,1262.576,1988.548,0.9364142
"2024-09-15 20:00:00",28,13.09,334.9692,1993.047,0.9447075
"2024-09-15 22:00:00",29,13.08,1265.439,1975.869,0.9448419
"2024-09-16 00:00:00",30,13.1,1080.777,1986.503,0.949702
"2024-09-16 02:00:00",31,13.09,1284.049,1984.049,0.9384698
"2024-09-16 04:00:00",32,13.09,923.3126,1975.869,0.9630934
"2024-09-16 06:00:00",33,13.07,1050.715,1933.742,0.9185256
"2024-09-16 08:00:00",34,13.06,1022.086,1915.337,0.9038893
"2024-09-16 10:00:00",35,13.06,1003.476,1894.478,0.8920189
"2024-09-16 12:00:00",36,13.08,1332.719,1937.832,0.9157896
