"TOA5","9_Bradford_LB","CR1000","84403","CR1000.Std.31","CPU:Bradford9_hourly.CR1","58800","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2024-02-09 12:25:10",2630,13.2,3386.358,136.6985,5.57343
"2024-02-09 12:25:20",2631,13.2,3396.385,136.6985,5.601089
"2024-02-09 13:00:00",2632,13.2,224.8977,34.37927,5.471374
"2024-02-09 14:00:00",2633,13.19,3393.52,99.04503,5.184968
"2024-02-09 15:00:00",2634,13.19,3437.927,95.77081,4.95432
"2024-02-09 16:00:00",2635,13.19,3457.981,97.40792,4.696241
"2024-02-09 17:00:00",2636,13.17,3470.873,95.77081,4.558026
"2024-02-09 18:00:00",2637,13.16,3478.036,95.77081,5.259087
"2024-02-09 19:00:00",2638,13.15,3489.495,97.40792,5.41612
"2024-02-09 20:00:00",2639,13.15,3457.981,100.6821,5.379247
"2024-02-09 21:00:00",2640,13.14,3415.007,103.9564,5.767426
"2024-02-09 22:00:00",2641,13.13,3394.952,103.9564,5.07592
"2024-02-09 23:00:00",2642,13.13,3384.925,103.9564,5.573814
"2024-02-10 00:00:00",2643,13.12,3351.978,105.5935,5.684457
"2024-02-10 01:00:00",2644,13.11,3351.978,107.2306,5.298045
"2024-02-10 02:00:00",2645,13.1,3340.519,110.5048,5.353465
"2024-02-10 03:00:00",2646,13.09,3321.896,113.3697,5.436461
"2024-02-10 04:00:00",2647,13.09,3321.896,117.0532,6.201874
"2024-02-10 05:00:00",2648,13.08,3310.437,121.9645,5.943662
"2024-02-10 06:00:00",2649,13.08,3300.409,125.2388,5.73156
"2024-02-10 07:00:00",2650,13.07,3300.409,126.8759,5.814557
"2024-02-10 08:00:00",2651,13.07,3288.95,130.1501,5.519458
"2024-02-10 09:00:00",2652,13.08,3288.95,139.9727,5.851444
"2024-02-10 10:00:00",2653,13.1,3300.409,158.7995,5.565054
"2024-02-10 11:00:00",2654,13.1,3321.896,148.9768,5.527715
"2024-02-10 12:00:00",2655,13.12,3351.978,140.7913,5.480659
"2024-02-10 13:00:00",2656,13.12,3363.438,126.8759,5.268625
"2024-02-10 14:00:00",2657,13.14,3393.52,123.6017,4.936024
"2024-02-10 15:00:00",2658,13.13,3415.007,115.4161,5.046492
"2024-02-10 16:00:00",2659,13.13,3415.007,112.1419,5.046492
"2024-02-10 17:00:00",2660,13.12,3415.007,110.5048,4.788412
"2024-02-10 18:00:00",2661,13.11,3426.467,111.7326,5.369094
"2024-02-10 19:00:00",2662,13.1,3426.467,113.779,4.955154
"2024-02-10 20:00:00",2663,13.09,3403.547,112.1419,5.443778
"2024-02-10 21:00:00",2664,13.08,3373.465,113.779,4.927731
"2024-02-10 22:00:00",2665,13.07,3351.978,115.4161,5.057477
"2024-02-10 23:00:00",2666,13.06,3340.519,123.1924,5.555373
