Date,LowSpC,FullSpC,time
2023-12-19T13:37:05Z,66.7,62.9,13:37:05
2023-12-19T13:37:10Z,66.6,63.3,13:37:10
2023-12-19T13:37:15Z,66.6,62.9,13:37:15
2023-12-19T13:37:20Z,66.6,62.9,13:37:20
2023-12-19T13:37:25Z,66.6,62.9,13:37:25
2023-12-19T13:37:30Z,66.7,62.9,13:37:30
2023-12-19T13:37:35Z,66.7,62.9,13:37:35
2023-12-19T13:37:40Z,66.6,62.9,13:37:40
2023-12-19T13:37:45Z,66.6,62.9,13:37:45
2023-12-19T13:37:50Z,66.6,63.3,13:37:50
2023-12-19T13:37:55Z,66.6,62.9,13:37:55
2023-12-19T13:38:00Z,66.6,62.9,13:38:00
2023-12-19T13:38:05Z,66.6,62.9,13:38:05
2023-12-19T13:38:10Z,66.6,63.3,13:38:10
2023-12-19T13:38:15Z,66.6,62.9,13:38:15
2023-12-19T13:38:20Z,66.6,62.9,13:38:20
2023-12-19T13:38:25Z,66.6,62.9,13:38:25
2023-12-19T13:38:30Z,66.6,63.3,13:38:30
2023-12-19T13:38:35Z,66.5,62.9,13:38:35
2023-12-19T13:38:40Z,66.6,62.9,13:38:40
2023-12-19T13:38:45Z,66.6,62.9,13:38:45
2023-12-19T13:38:50Z,66.6,62.9,13:38:50
2023-12-19T13:38:55Z,66.6,63.3,13:38:55
2023-12-19T13:39:00Z,66.6,62.9,13:39:00
2023-12-19T13:39:05Z,66.7,63.3,13:39:05
2023-12-19T13:39:10Z,66.9,63.3,13:39:10
2023-12-19T13:39:15Z,67.1,64,13:39:15
2023-12-19T13:39:20Z,69.8,66.6,13:39:20
2023-12-19T13:39:25Z,68.7,65.1,13:39:25
2023-12-19T13:39:30Z,69.4,65.8,13:39:30
2023-12-19T13:39:35Z,73,69.9,13:39:35
2023-12-19T13:39:40Z,79.6,76.5,13:39:40
2023-12-19T13:39:45Z,81.7,78.7,13:39:45
2023-12-19T13:39:50Z,85.3,82,13:39:50
2023-12-19T13:39:55Z,87.3,84.2,13:39:55
2023-12-19T13:40:00Z,80.9,78.7,13:40:00
2023-12-19T13:40:05Z,100,97,13:40:05
2023-12-19T13:40:10Z,87.1,84.2,13:40:10
2023-12-19T13:40:15Z,90.2,87.1,13:40:15
2023-12-19T13:40:20Z,101.8,98.5,13:40:20
2023-12-19T13:40:25Z,93.8,90.8,13:40:25
2023-12-19T13:40:30Z,104.2,101.4,13:40:30
2023-12-19T13:40:35Z,99.1,95.5,13:40:35
2023-12-19T13:40:40Z,100.5,97.8,13:40:40
2023-12-19T13:40:45Z,98.1,95.2,13:40:45
2023-12-19T13:40:50Z,102.4,100,13:40:50
2023-12-19T13:40:55Z,96,93,13:40:55
2023-12-19T13:41:00Z,92.9,89.7,13:41:00
2023-12-19T13:41:05Z,93.4,90,13:41:05
2023-12-19T13:41:10Z,91.2,87.8,13:41:10
2023-12-19T13:41:15Z,91,87.5,13:41:15
2023-12-19T13:41:20Z,89.1,86,13:41:20
2023-12-19T13:41:25Z,86.2,83.1,13:41:25
2023-12-19T13:41:30Z,84.4,80.9,13:41:30
2023-12-19T13:41:35Z,83,79.8,13:41:35
2023-12-19T13:41:40Z,82.1,78.7,13:41:40
2023-12-19T13:41:45Z,79.9,76.8,13:41:45
2023-12-19T13:41:50Z,78.1,75,13:41:50
2023-12-19T13:41:55Z,78.3,75,13:41:55
2023-12-19T13:42:00Z,77,73.9,13:42:00
2023-12-19T13:42:05Z,74.5,71,13:42:05
2023-12-19T13:42:10Z,74.2,70.6,13:42:10
2023-12-19T13:42:15Z,74.2,70.6,13:42:15
2023-12-19T13:42:20Z,72.3,69.1,13:42:20
2023-12-19T13:42:25Z,71.8,68.8,13:42:25
2023-12-19T13:42:30Z,71.4,68,13:42:30
2023-12-19T13:42:35Z,70.9,67.3,13:42:35
2023-12-19T13:42:40Z,70.9,67.3,13:42:40
2023-12-19T13:42:45Z,70,66.6,13:42:45
2023-12-19T13:42:50Z,70.5,67.3,13:42:50
2023-12-19T13:42:55Z,69.4,65.8,13:42:55
2023-12-19T13:43:00Z,69.6,65.8,13:43:00
2023-12-19T13:43:05Z,69.8,66.2,13:43:05
2023-12-19T13:43:10Z,68.8,65.5,13:43:10
2023-12-19T13:43:15Z,68.5,65.1,13:43:15
2023-12-19T13:43:20Z,68.7,65.1,13:43:20
2023-12-19T13:43:25Z,69.1,65.8,13:43:25
2023-12-19T13:43:30Z,68.2,65.1,13:43:30
2023-12-19T13:43:35Z,68,64.4,13:43:35
2023-12-19T13:43:40Z,68,64.7,13:43:40
2023-12-19T13:43:45Z,67.6,64.4,13:43:45
2023-12-19T13:43:50Z,67.6,64,13:43:50
2023-12-19T13:43:55Z,67.5,64.4,13:43:55
2023-12-19T13:44:00Z,67.6,64,13:44:00
2023-12-19T13:44:05Z,67.3,64,13:44:05
2023-12-19T13:44:10Z,67.4,64,13:44:10
2023-12-19T13:44:15Z,67.4,64,13:44:15
