MiniDOT Logger Concatenated Data File
Sensor:             7450-887320
Concatenation Date: 2024Feb13 09:33:58 EST

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1688752800,           2023-07-07 18:00:00,           2023-07-07 14:00:00,      3.550000,     25.852000,          5.066000,                    62.273906,      0.941000
                1688756400,           2023-07-07 19:00:00,           2023-07-07 15:00:00,      3.550000,     26.503000,          5.309000,                    66.035554,      0.940000
                1688760000,           2023-07-07 20:00:00,           2023-07-07 16:00:00,      3.550000,     26.604000,          5.359000,                    66.778981,      0.940000
                1688763600,           2023-07-07 21:00:00,           2023-07-07 17:00:00,      3.550000,     26.520000,          5.187000,                    64.537858,      0.939000
                1688767200,           2023-07-07 22:00:00,           2023-07-07 18:00:00,      3.550000,     26.520000,          5.116000,                    63.654460,      0.940000
                1688770800,           2023-07-07 23:00:00,           2023-07-07 19:00:00,      3.550000,     25.785000,          5.614000,                    68.926043,      0.940000
                1688774400,           2023-07-08 00:00:00,           2023-07-07 20:00:00,      3.550000,     24.270000,          5.143000,                    61.405792,      0.941000
                1688778000,           2023-07-08 01:00:00,           2023-07-07 21:00:00,      3.550000,     23.549000,          3.715000,                    43.761399,      0.942000
                1688781600,           2023-07-08 02:00:00,           2023-07-07 22:00:00,      3.550000,     23.239000,          3.587000,                    42.007308,      0.942000
                1688785200,           2023-07-08 03:00:00,           2023-07-07 23:00:00,      3.550000,     23.105000,          3.634000,                    42.449963,      0.942000
                1688788800,           2023-07-08 04:00:00,           2023-07-08 00:00:00,      3.550000,     23.038000,          3.665000,                    42.757766,      0.942000
                1688792400,           2023-07-08 05:00:00,           2023-07-08 01:00:00,      3.550000,     22.930000,          3.691000,                    42.972947,      0.942000
                1688796000,           2023-07-08 06:00:00,           2023-07-08 02:00:00,      3.550000,     22.863000,          3.698000,                    42.999676,      0.942000
                1688799600,           2023-07-08 07:00:00,           2023-07-08 03:00:00,      3.550000,     22.796000,          3.690000,                    42.852018,      0.942000
                1688803200,           2023-07-08 08:00:00,           2023-07-08 04:00:00,      3.550000,     22.745000,          3.700000,                    42.926457,      0.942000
                1688806800,           2023-07-08 09:00:00,           2023-07-08 05:00:00,      3.550000,     22.695000,          3.687000,                    42.734912,      0.942000
                1688810400,           2023-07-08 10:00:00,           2023-07-08 06:00:00,      3.550000,     22.628000,          3.678000,                    42.576174,      0.942000
                1688814000,           2023-07-08 11:00:00,           2023-07-08 07:00:00,      3.550000,     22.595000,          3.680000,                    42.572512,      0.942000
                1688817600,           2023-07-08 12:00:00,           2023-07-08 08:00:00,      3.550000,     22.637000,          3.620000,                    41.911966,      0.942000
                1688821200,           2023-07-08 13:00:00,           2023-07-08 09:00:00,      3.540000,     22.787000,          3.671000,                    42.624070,      0.942000
                1688824800,           2023-07-08 14:00:00,           2023-07-08 10:00:00,      3.540000,     23.114000,          3.730000,                    43.578798,      0.942000
                1688828400,           2023-07-08 15:00:00,           2023-07-08 11:00:00,      3.540000,     23.625000,          3.947000,                    46.560772,      0.941000
                1688832000,           2023-07-08 16:00:00,           2023-07-08 12:00:00,      3.540000,     24.254000,          4.163000,                    49.690096,      0.941000
                1688835600,           2023-07-08 17:00:00,           2023-07-08 13:00:00,      3.540000,     24.833000,          4.340000,                    52.362010,      0.940000
                1688839200,           2023-07-08 18:00:00,           2023-07-08 14:00:00,      3.540000,     25.675000,          4.704000,                    57.637756,      0.939000
                1688842800,           2023-07-08 19:00:00,           2023-07-08 15:00:00,      3.530000,     26.241000,          4.871000,                    60.301268,      0.939000
                1688846400,           2023-07-08 20:00:00,           2023-07-08 16:00:00,      3.540000,     26.520000,          4.850000,                    60.344826,      0.939000
                1688850000,           2023-07-08 21:00:00,           2023-07-08 17:00:00,      3.540000,     26.528000,          4.743000,                    59.022024,      0.939000
                1688853600,           2023-07-08 22:00:00,           2023-07-08 18:00:00,      3.530000,     26.207000,          4.458000,                    55.154497,      0.939000
                1688857200,           2023-07-08 23:00:00,           2023-07-08 19:00:00,      3.540000,     25.650000,          4.202000,                    51.463299,      0.940000
                1688860800,           2023-07-09 00:00:00,           2023-07-08 20:00:00,      3.540000,     24.976000,          3.904000,                    47.226107,      0.940000
                1688864400,           2023-07-09 01:00:00,           2023-07-08 21:00:00,      3.540000,     24.430000,          3.832000,                    45.889202,      0.940000
                1688868000,           2023-07-09 02:00:00,           2023-07-08 22:00:00,      3.540000,     24.035000,          3.778000,                    44.910864,      0.941000
                1688871600,           2023-07-09 03:00:00,           2023-07-08 23:00:00,      3.540000,     23.759000,          3.662000,                    43.307591,      0.941000
                1688875200,           2023-07-09 04:00:00,           2023-07-09 00:00:00,      3.540000,     23.600000,          3.713000,                    43.779813,      0.941000
                1688878800,           2023-07-09 05:00:00,           2023-07-09 01:00:00,      3.540000,     23.499000,          3.708000,                    43.637855,      0.941000
                1688882400,           2023-07-09 06:00:00,           2023-07-09 02:00:00,      3.540000,     23.424000,          3.653000,                    42.929883,      0.941000
                1688886000,           2023-07-09 07:00:00,           2023-07-09 03:00:00,      3.540000,     23.340000,          3.643000,                    42.744586,      0.942000
                1688889600,           2023-07-09 08:00:00,           2023-07-09 04:00:00,      3.540000,     23.273000,          3.495000,                    40.956203,      0.941000
                1688893200,           2023-07-09 09:00:00,           2023-07-09 05:00:00,      3.540000,     23.223000,          3.306000,                    38.704813,      0.939000
                1688896800,           2023-07-09 10:00:00,           2023-07-09 06:00:00,      3.530000,     23.164000,          3.398000,                    39.737528,      0.938000
                1688900400,           2023-07-09 11:00:00,           2023-07-09 07:00:00,      3.530000,     23.130000,          3.662000,                    42.797296,      0.942000
                1688904000,           2023-07-09 12:00:00,           2023-07-09 08:00:00,      3.530000,     23.156000,          3.680000,                    43.028830,      0.941000
                1688907600,           2023-07-09 13:00:00,           2023-07-09 09:00:00,      3.540000,     23.331000,          3.725000,                    43.699297,      0.941000
                1688911200,           2023-07-09 14:00:00,           2023-07-09 10:00:00,      3.540000,     23.641000,          3.784000,                    44.651366,      0.941000
                1688914800,           2023-07-09 15:00:00,           2023-07-09 11:00:00,      3.530000,     24.136000,          3.995000,                    47.580070,      0.941000
                1688918400,           2023-07-09 16:00:00,           2023-07-09 12:00:00,      3.540000,     24.531000,          4.717000,                    56.593304,      0.940000
                1688922000,           2023-07-09 17:00:00,           2023-07-09 13:00:00,      3.530000,     24.304000,          4.732000,                    56.534348,      0.940000
                1688925600,           2023-07-09 18:00:00,           2023-07-09 14:00:00,      3.530000,     24.312000,          4.542000,                    54.272451,      0.940000
                1688929200,           2023-07-09 19:00:00,           2023-07-09 15:00:00,      3.530000,     25.035000,          4.899000,                    59.326923,      0.940000
                1688932800,           2023-07-09 20:00:00,           2023-07-09 16:00:00,      3.540000,     25.515000,          4.958000,                    60.572670,      0.940000
                1688936400,           2023-07-09 21:00:00,           2023-07-09 17:00:00,      3.530000,     25.835000,          4.796000,                    58.936680,      0.939000
                1688940000,           2023-07-09 22:00:00,           2023-07-09 18:00:00,      3.530000,     25.119000,          4.967000,                    60.243463,      0.939000
                1688943600,           2023-07-09 23:00:00,           2023-07-09 19:00:00,      3.540000,     24.497000,          4.502000,                    53.979732,      0.940000
                1688947200,           2023-07-10 00:00:00,           2023-07-09 20:00:00,      3.530000,     23.935000,          3.931000,                    46.642368,      0.941000
                1688950800,           2023-07-10 01:00:00,           2023-07-09 21:00:00,      3.540000,     23.616000,          3.762000,                    44.370914,      0.941000
                1688954400,           2023-07-10 02:00:00,           2023-07-09 22:00:00,      3.540000,     23.424000,          3.726000,                    43.787775,      0.941000
                1688958000,           2023-07-10 03:00:00,           2023-07-09 23:00:00,      3.540000,     23.290000,          3.713000,                    43.524813,      0.941000
                1688961600,           2023-07-10 04:00:00,           2023-07-10 00:00:00,      3.530000,     23.172000,          3.740000,                    43.743629,      0.942000
                1688965200,           2023-07-10 05:00:00,           2023-07-10 01:00:00,      3.530000,     23.122000,          3.730000,                    43.585400,      0.941000
                1688968800,           2023-07-10 06:00:00,           2023-07-10 02:00:00,      3.530000,     23.114000,          3.720000,                    43.461965,      0.942000
                1688972400,           2023-07-10 07:00:00,           2023-07-10 03:00:00,      3.530000,     23.089000,          3.694000,                    43.137767,      0.942000
                1688976000,           2023-07-10 08:00:00,           2023-07-10 04:00:00,      3.530000,     23.038000,          3.702000,                    43.189427,      0.942000
                1688979600,           2023-07-10 09:00:00,           2023-07-10 05:00:00,      3.530000,     23.022000,          3.702000,                    43.176326,      0.942000
                1688983200,           2023-07-10 10:00:00,           2023-07-10 06:00:00,      3.530000,     23.013000,          3.679000,                    42.900755,      0.941000
                1688986800,           2023-07-10 11:00:00,           2023-07-10 07:00:00,      3.530000,     23.030000,          3.673000,                    42.844599,      0.941000
                1688990400,           2023-07-10 12:00:00,           2023-07-10 08:00:00,      3.530000,     23.063000,          3.718000,                    43.396650,      0.942000
                1688994000,           2023-07-10 13:00:00,           2023-07-10 09:00:00,      3.530000,     23.214000,          3.770000,                    44.129557,      0.941000
                1688997600,           2023-07-10 14:00:00,           2023-07-10 10:00:00,      3.530000,     23.524000,          3.856000,                    45.400965,      0.941000
                1689001200,           2023-07-10 15:00:00,           2023-07-10 11:00:00,      3.530000,     23.926000,          4.093000,                    48.556364,      0.941000
                1689004800,           2023-07-10 16:00:00,           2023-07-10 12:00:00,      3.530000,     24.094000,          4.279000,                    50.922559,      0.938000
                1689008400,           2023-07-10 17:00:00,           2023-07-10 13:00:00,      3.530000,     23.675000,          4.709000,                    55.601907,      0.940000
                1689012000,           2023-07-10 18:00:00,           2023-07-10 14:00:00,      3.530000,     23.248000,          5.129000,                    60.075867,      0.941000
                1689015600,           2023-07-10 19:00:00,           2023-07-10 15:00:00,      3.530000,     23.013000,          4.608000,                    53.733808,      0.941000
                1689019200,           2023-07-10 20:00:00,           2023-07-10 16:00:00,      3.530000,     23.013000,          3.870000,                    45.128003,      0.941000
                1689022800,           2023-07-10 21:00:00,           2023-07-10 17:00:00,      3.530000,     23.130000,          3.699000,                    43.229709,      0.941000
                1689026400,           2023-07-10 22:00:00,           2023-07-10 18:00:00,      3.530000,     23.290000,          3.782000,                    44.333650,      0.941000
                1689030000,           2023-07-10 23:00:00,           2023-07-10 19:00:00,      3.530000,     23.390000,          3.829000,                    44.969389,      0.941000
                1689033600,           2023-07-11 00:00:00,           2023-07-10 20:00:00,      3.530000,     23.331000,          3.729000,                    43.746222,      0.941000
