Date,CO2
2024-03-04T10:02:20Z,9.280574
2024-03-04T10:02:40Z,188.6088
2024-03-04T10:02:50Z,178.4622
2024-03-04T10:03:00Z,172.7117
2024-03-04T10:03:10Z,175.0072
2024-03-04T10:03:20Z,175.9859
2024-03-04T10:03:30Z,172.6525
2024-03-04T10:03:40Z,178.1057
2024-03-04T10:03:50Z,180.9228
2024-03-04T10:04:00Z,180.2429
2024-03-04T10:04:10Z,184.243
2024-03-04T10:04:20Z,190.3064
2024-03-04T10:04:30Z,190.2836
2024-03-04T10:04:40Z,192.1511
2024-03-04T10:04:50Z,196.1093
2024-03-04T10:05:00Z,195.2302
2024-03-04T10:05:10Z,200.6267
2024-03-04T10:05:20Z,201.0518
2024-03-04T10:05:30Z,197.8034
2024-03-04T10:05:40Z,201.0491
2024-03-04T10:05:50Z,200.9382
2024-03-04T10:06:00Z,197.7699
2024-03-04T10:06:10Z,203.7127
2024-03-04T10:06:20Z,203.3991
2024-03-04T10:06:30Z,200.2954
2024-03-04T10:06:40Z,203.6073
2024-03-04T10:06:50Z,205.93
2024-03-04T10:07:00Z,202.7858
2024-03-04T10:07:10Z,205.9825
2024-03-04T10:07:20Z,205.9768
2024-03-04T10:07:30Z,205.2284
2024-03-04T10:07:40Z,208.3291
2024-03-04T10:07:50Z,208.5019
2024-03-04T10:08:00Z,205.2834
2024-03-04T10:08:10Z,210.5421
2024-03-04T10:08:20Z,211.1007
2024-03-04T10:08:30Z,207.7593
2024-03-04T10:08:40Z,210.1355
2024-03-04T10:08:50Z,213.5383
2024-03-04T10:09:00Z,210.2466
2024-03-04T10:09:10Z,211.741
2024-03-04T10:09:20Z,213.5784
2024-03-04T10:09:30Z,207.7937
2024-03-04T10:09:40Z,208.4888
2024-03-04T10:09:50Z,211.1812
2024-03-04T10:10:00Z,210.2167
2024-03-04T10:10:10Z,210.6539
2024-03-04T10:10:20Z,213.6454
2024-03-04T10:10:30Z,210.2928
2024-03-04T10:10:40Z,210.4621
2024-03-04T10:10:50Z,213.6754
2024-03-04T10:11:00Z,210.9235
2024-03-04T10:11:10Z,210.3767
2024-03-04T10:11:20Z,213.6551
2024-03-04T10:11:30Z,211.9174
2024-03-04T10:11:40Z,210.2526
2024-03-04T10:11:50Z,213.6389
2024-03-04T10:12:00Z,212.8695
2024-03-04T10:12:10Z,210.0199
2024-03-04T10:12:20Z,213.6898
2024-03-04T10:12:30Z,213.3146
2024-03-04T10:12:40Z,210.0428
2024-03-04T10:12:50Z,213.215
2024-03-04T10:13:00Z,216.0372
2024-03-04T10:13:10Z,209.9739
2024-03-04T10:13:20Z,214.227
2024-03-04T10:13:30Z,216.0444
2024-03-04T10:13:40Z,212.5186
2024-03-04T10:13:50Z,213.0479
2024-03-04T10:14:00Z,216.1423
2024-03-04T10:14:10Z,212.5186
2024-03-04T10:14:20Z,212.6881
2024-03-04T10:14:30Z,218.6723
2024-03-04T10:14:40Z,215.5491
2024-03-04T10:14:50Z,215.0981
2024-03-04T10:36:20Z,9.335937
2024-03-04T10:36:30Z,9.333829
2024-03-04T10:36:40Z,9.334702
2024-03-04T10:36:50Z,9.331138
2024-03-04T10:37:00Z,9.331673
2024-03-04T10:37:10Z,9.337256
2024-03-04T10:37:20Z,9.338489
2024-03-04T10:37:30Z,9.338164
2024-03-04T10:37:40Z,9.341684
2024-03-04T10:37:50Z,9.341164
2024-03-04T10:38:00Z,9.341066
2024-03-04T10:38:10Z,9.338317
2024-03-04T10:38:20Z,9.337741
2024-03-04T10:38:30Z,9.340149
2024-03-04T10:38:40Z,9.339193
2024-03-04T10:38:50Z,9.338842
