"Plot Title: Bradford_13LL"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10776669, SEN S/N: 10776669)","Temp, °F (LGR S/N: 10776669, SEN S/N: 10776669)","Coupler Detached (LGR S/N: 10776669, SEN S/N: 10776669)","Coupler Attached (LGR S/N: 10776669, SEN S/N: 10776669)","Host Connected (LGR S/N: 10776669, SEN S/N: 10776669)","End Of File (LGR S/N: 10776669, SEN S/N: 10776669)"
1,04/18/24 05:00:00 PM,15.3402,67.221,Logged,,,
2,04/18/24 06:00:00 PM,15.3546,67.050,,,,
3,04/18/24 07:00:00 PM,15.3634,67.050,,,,
4,04/18/24 08:00:00 PM,15.3728,67.221,,,,
5,04/18/24 09:00:00 PM,15.3921,67.221,,,,
6,04/18/24 10:00:00 PM,15.3995,67.221,,,,
7,04/18/24 11:00:00 PM,15.3956,67.392,,,,
8,04/19/24 12:00:00 AM,15.3853,67.392,,,,
9,04/19/24 01:00:00 AM,15.3808,67.392,,,,
10,04/19/24 02:00:00 AM,15.3704,67.392,,,,
11,04/19/24 03:00:00 AM,15.3675,67.392,,,,
12,04/19/24 04:00:00 AM,15.3517,67.564,,,,
13,04/19/24 05:00:00 AM,15.3724,67.564,,,,
14,04/19/24 06:00:00 AM,15.3843,67.564,,,,
15,04/19/24 07:00:00 AM,15.3991,67.564,,,,
16,04/19/24 08:00:00 AM,15.4061,67.392,,,,
17,04/19/24 09:00:00 AM,15.4061,67.392,,,,
18,04/19/24 10:00:00 AM,15.4001,67.392,,,,
19,04/19/24 11:00:00 AM,15.3956,67.392,,,,
20,04/19/24 12:00:00 PM,15.3778,67.392,,,,
21,04/19/24 01:00:00 PM,15.3689,67.392,,,,
22,04/19/24 02:00:00 PM,15.3525,67.392,,,,
23,04/19/24 03:00:00 PM,15.3437,67.392,,,,
24,04/19/24 04:00:00 PM,15.3398,67.564,,,,
25,04/19/24 05:00:00 PM,15.3353,67.564,,,,
26,04/19/24 06:00:00 PM,15.3324,67.564,,,,
27,04/19/24 07:00:00 PM,15.3463,67.735,,,,
28,04/19/24 08:00:00 PM,15.3566,67.735,,,,
29,04/19/24 09:00:00 PM,15.3646,67.906,,,,
30,04/19/24 10:00:00 PM,15.3750,67.906,,,,
31,04/19/24 11:00:00 PM,15.3765,67.906,,,,
32,04/20/24 12:00:00 AM,15.3725,68.077,,,,
33,04/20/24 01:00:00 AM,15.3681,68.077,,,,
34,04/20/24 02:00:00 AM,15.3666,68.077,,,,
35,04/20/24 03:00:00 AM,15.3681,68.077,,,,
36,04/20/24 04:00:00 AM,15.3666,68.077,,,,
37,04/20/24 05:00:00 AM,15.3711,68.077,,,,
38,04/20/24 06:00:00 AM,15.3844,68.077,,,,
39,04/20/24 07:00:00 AM,15.3918,68.077,,,,
40,04/20/24 08:00:00 AM,15.4007,68.077,,,,
41,04/20/24 09:00:00 AM,15.3992,68.077,,,,
42,04/20/24 10:00:00 AM,15.3987,67.906,,,,
43,04/20/24 11:00:00 AM,15.3958,67.906,,,,
44,04/20/24 12:00:00 PM,15.3810,67.906,,,,
45,04/20/24 01:00:00 PM,15.3631,67.906,,,,
46,04/20/24 02:00:00 PM,15.3498,67.906,,,,
47,04/20/24 03:00:00 PM,15.3309,68.077,,,,
48,04/20/24 04:00:00 PM,15.3251,68.077,,,,
49,04/20/24 05:00:00 PM,15.3266,68.077,,,,
50,04/20/24 06:00:00 PM,15.3286,68.248,,,,
51,04/20/24 07:00:00 PM,15.3301,68.248,,,,
52,04/20/24 08:00:00 PM,15.3375,68.248,,,,
53,04/20/24 09:00:00 PM,15.3395,68.421,,,,
54,04/20/24 10:00:00 PM,15.3409,68.421,,,,
55,04/20/24 11:00:00 PM,15.3364,68.421,,,,
56,04/21/24 12:00:00 AM,15.3282,68.592,,,,
57,04/21/24 01:00:00 AM,15.3208,68.592,,,,
58,04/21/24 02:00:00 AM,15.3237,68.592,,,,
59,04/21/24 03:00:00 AM,15.3177,68.592,,,,
60,04/21/24 04:00:00 AM,15.3163,68.592,,,,
61,04/21/24 05:00:00 AM,15.3192,68.592,,,,
62,04/21/24 06:00:00 AM,15.3290,68.421,,,,
63,04/21/24 07:00:00 AM,15.3335,68.421,,,,
64,04/21/24 08:00:00 AM,15.3335,68.421,,,,
65,04/21/24 09:00:00 AM,15.3364,68.421,,,,
66,04/21/24 10:00:00 AM,15.3404,68.248,,,,
67,04/21/24 11:00:00 AM,15.3360,68.248,,,,
68,04/21/24 12:00:00 PM,15.3330,68.248,,,,
69,04/21/24 01:00:00 PM,15.3122,68.248,,,,
70,04/21/24 02:00:00 PM,15.2974,68.248,,,,
71,04/21/24 03:00:00 PM,15.2781,68.248,,,,
72,04/21/24 04:00:00 PM,15.2691,68.248,,,,
73,04/21/24 05:00:00 PM,15.2691,68.248,,,,
74,04/21/24 06:00:00 PM,15.2767,68.248,,,,
75,04/21/24 07:00:00 PM,15.2845,68.421,,,,
76,04/21/24 08:00:00 PM,15.3054,68.421,,,,
77,04/21/24 09:00:00 PM,15.3187,68.421,,,,
78,04/21/24 10:00:00 PM,15.3306,68.421,,,,
79,04/21/24 11:00:00 PM,15.3321,68.421,,,,
80,04/22/24 12:00:00 AM,15.3321,68.421,,,,
81,04/22/24 01:00:00 AM,15.3341,68.592,,,,
82,04/22/24 02:00:00 AM,15.3306,68.421,,,,
83,04/22/24 03:00:00 AM,15.3360,68.248,,,,
