"Plot Title: Bradford_7LL"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 20501580, SEN S/N: 20501580)","Temp, °F (LGR S/N: 20501580, SEN S/N: 20501580)","Coupler Detached (LGR S/N: 20501580, SEN S/N: 20501580)","Coupler Attached (LGR S/N: 20501580, SEN S/N: 20501580)","Host Connected (LGR S/N: 20501580, SEN S/N: 20501580)","End Of File (LGR S/N: 20501580, SEN S/N: 20501580)"
1,04/18/24 01:00:00 PM,15.4590,67.221,Logged,,,
2,04/18/24 02:00:00 PM,15.4438,67.221,,,,
3,04/18/24 03:00:00 PM,15.4258,67.221,,,,
4,04/18/24 04:00:00 PM,15.4105,67.221,,,,
5,04/18/24 05:00:00 PM,15.4091,67.221,,,,
6,04/18/24 06:00:00 PM,15.4179,67.392,,,,
7,04/18/24 07:00:00 PM,15.4290,67.392,,,,
8,04/18/24 08:00:00 PM,15.4374,67.392,,,,
9,04/18/24 09:00:00 PM,15.4573,67.564,,,,
10,04/18/24 10:00:00 PM,15.4600,67.564,,,,
11,04/18/24 11:00:00 PM,15.4545,67.564,,,,
12,04/19/24 12:00:00 AM,15.4438,67.735,,,,
13,04/19/24 01:00:00 AM,15.4355,67.735,,,,
14,04/19/24 02:00:00 AM,15.4258,67.735,,,,
15,04/19/24 03:00:00 AM,15.4235,67.906,,,,
16,04/19/24 04:00:00 AM,15.4027,67.906,,,,
17,04/19/24 05:00:00 AM,15.4277,67.906,,,,
18,04/19/24 06:00:00 AM,15.4414,67.906,,,,
19,04/19/24 07:00:00 AM,15.4499,67.906,,,,
20,04/19/24 08:00:00 AM,15.4581,67.906,,,,
21,04/19/24 09:00:00 AM,15.4581,67.906,,,,
22,04/19/24 10:00:00 AM,15.4526,67.906,,,,
23,04/19/24 11:00:00 AM,15.4471,67.906,,,,
24,04/19/24 12:00:00 PM,15.4346,67.906,,,,
25,04/19/24 01:00:00 PM,15.4222,67.906,,,,
26,04/19/24 02:00:00 PM,15.4137,67.906,,,,
27,04/19/24 03:00:00 PM,15.4040,67.906,,,,
28,04/19/24 04:00:00 PM,15.4000,67.906,,,,
29,04/19/24 05:00:00 PM,15.3971,67.906,,,,
30,04/19/24 06:00:00 PM,15.3943,67.906,,,,
31,04/19/24 07:00:00 PM,15.4074,68.077,,,,
32,04/19/24 08:00:00 PM,15.4184,68.077,,,,
33,04/19/24 09:00:00 PM,15.4281,68.077,,,,
34,04/19/24 10:00:00 PM,15.4368,68.248,,,,
35,04/19/24 11:00:00 PM,15.4368,68.248,,,,
36,04/20/24 12:00:00 AM,15.4313,68.248,,,,
37,04/20/24 01:00:00 AM,15.4262,68.421,,,,
38,04/20/24 02:00:00 AM,15.4179,68.421,,,,
39,04/20/24 03:00:00 AM,15.4193,68.421,,,,
